Rank,Institution Name,Country,Year,Classification_SIZE,Classification_FOCUS,Research Intensity,Age,Status,Academic Reputation,Employer Reputation,Faculty Student,Citations per Faculty,International Faculty,International Students,Overall
  801-1000,KENT STATE UNIVERSITY,United States,2018,L,,,5,A,-,-,-,-,-,-,-
  801-1000,KHON KAEN UNIVERSITY,Thailand,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,KING MONGKUT'S UNIVERSITY OF TECHNOLOGY THONBURI ,Thailand,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,KYUSHU INSTITUTE OF TECHNOLOGY ,Japan,2018,M,FO,VH,5,A,-,-,-,-,-,-,-
  801-1000,LODZ UNIVERSITY,Poland,2018,L,CO,HI,4,,-,-,-,-,-,-,-
  801-1000,LONDON SOUTH BANK UNIVERSITY,United Kingdom,2018,M,,,,,-,-,-,-,-,-,-
  801-1000,MAKERERE UNIVERSITY,Uganda,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,MANCHESTER METROPOLITAN UNIVERSITY,United Kingdom,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,MARQUETTE UNIVERSITY,United States,2018,M,CO,VH,5,B,-,-,-,-,-,-,-
  801-1000,MEIJI UNIVERSITY,Japan,2018,XL,CO,HI,5,C,-,-,-,-,-,-,-
  801-1000,MIAMI UNIVERSITY,United States,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,NEW JERSEY INSTITUTE OF TECHNOLOGY (NJIT),United States,2018,M,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,NICOLAUS COPERNICUS UNIVERSITY ,Poland,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,NORTH-WEST UNIVERSITY,South Africa,2018,XL,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,NOTTINGHAM TRENT UNIVERSITY,United Kingdom,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,NOVOSIBIRSK STATE TECHNICAL UNIVERSITY,Russia,2018,L,FO,HI,4,A,-,-,-,-,-,-,-
  801-1000,OCHANOMIZU UNIVERSITY,Japan,2018,S,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,OHIO UNIVERSITY,United States,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,OKLAHOMA STATE UNIVERSITY ,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,PANJAB UNIVERSITY,India,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,PLEKHANOV RUSSIAN UNIVERSITY OF ECONOMICS,Russia,2018,L,SP,LO,5,A,-,-,-,-,-,-,-
  801-1000,PONTIFICIA UNIVERSIDAD CATOLICA DEL ECUADOR,Ecuador,2018,L,FC,LO,4,B,-,-,-,-,-,-,-
  801-1000,PONTIFICIA UNIVERSIDADE CAT?LICA DO RIO GRANDE DO SUL,Brazil,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
  801-1000,PRINCE OF SONGKLA UNIVERSITY,Thailand,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,RITSUMEIKAN UNIVERSITY,Japan,2018,XL,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,RYERSON UNIVERSITY,Canada,2018,XL,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,SAITAMA UNIVERSITY,Japan,2018,M,CO,VH,4,A,-,-,-,-,-,-,-
  801-1000,SAMARA NATIONAL RESEARCH UNIVERSITY (SAMARA UNIVERSITY),Russia,2018,M,FO,VH,4,A,-,-,-,-,-,-,-
  801-1000,SAN DIEGO STATE UNIVERSITY,United States,2018,XL,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY ,South Korea,2018,M,FO,VH,,A,-,-,-,-,-,-,-
  801-1000,SEPULUH NOPEMBER INSTITUTE OF TECHNOLOGY,Indonesia,2018,L,SP,LO,4,A,-,-,-,-,-,-,-
  801-1000,SHAHID BEHESHTI UNIVERSITY TEHRAN,Iran,2018,L,FO,VH,4,A,-,-,-,-,-,-,-
  801-1000,SHINSHU UNIVERSITY ,Japan,2018,M,FC,VH,4,A,-,-,-,-,-,-,-
  801-1000,SOUTHERN CROSS UNIVERSITY ,Australia,2018,M,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,SUMY STATE UNIVERSITY,Ukraine,2018,M,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,THE ROBERT GORDON UNIVERSITY,United Kingdom,2018,M,FO,HI,3,A,-,-,-,-,-,-,-
  801-1000,TOKAI UNIVERSITY,Japan,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD AUSTRAL DE CHILE,Chile,2018,L,FC,MD,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD AUT?NOMA DE NUEVO LE?N (UANL),Mexico,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD AUT?NOMA DEL ESTADO DE M?XICO,Mexico,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE CASTILLA-LA MANCHA,Spain,2018,L,FC,HI,,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE GUADALAJARA (UDG),Mexico,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE LAS AM?RICAS PUEBLA (UDLAP),Mexico,2018,M,FC,MD,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE LOS ANDES M?RIDA,Venezuela,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE MONTERREY,Mexico,2018,M,SP,,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE MURCIA,Spain,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE OVIEDO,Spain,2018,L,,,,,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE PUERTO RICO,Puerto Rico,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE TALCA,Chile,2018,M,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DE VALPARA?SO,Chile,2018,L,FC,MD,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DEL NORTE,Colombia,2018,L,FC,MD,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DEL ROSARIO,Colombia,2018,M,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD DEL VALLE,Colombia,2018,L,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD INDUSTRIAL DE SANTANDER,Colombia,2018,L,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD METROPOLITANA,Venezuela,2018,M,CO,LO,3,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL COSTA RICA,Costa Rica,2018,L,CO,MD,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL DE CUYO,Argentina,2018,L,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL DE MAR DEL PLATA,Argentina,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL DE ROSARIO,Argentina,2018,XL,FC,MD,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL DE TUCUM?N,Argentina,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL DEL SUR,Argentina,2018,L,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS,Peru,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD PANAMERICANA (UP),Mexico,2018,L,FO,MD,3,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD PERUANA CAYETANO HEREDIA,Peru,2018,M,FO,VH,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD REY JUAN CARLOS,Spain,2018,XL,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD T?CNICA FEDERICO SANTA MAR?A,Chile,2018,L,FO,HI,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIDAD TECNOL?GICA NACIONAL (UTN),Argentina,2018,XL,FO,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE DA CORU?A ,Spain,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO (UERJ),Brazil,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE ESTADUAL DE LONDRINA,Brazil,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DA BAHIA,Brazil,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DE SANTA MARIA,Brazil,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DE VI?OSA,Brazil,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DO CEAR? (UFC),Brazil,2018,L,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DO PARAN? (UFPR),Brazil,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL DO PERNAMBUCO,Brazil,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIDADE FEDERAL FLUMINENSE,Brazil,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? DEGLI STUDI DI CATANIA (UNICT),Italy,2018,XL,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? DEGLI STUDI DI SIENA (UNISI),Italy,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT?? DEGLI STUDI DI PALERMO,Italy,2018,XL,,,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITAS MUHAMMADIYAH SURAKARTA,Indonesia,2018,XL,FO,LO,3,B,-,-,-,-,-,-,-
  801-1000,UNIVERSIT?T ROSTOCK,Germany,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? CHARLES-DE-GAULLE LILLE 3,France,2018,L,FO,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? DE CAEN BASSE-NORMANDIE,France,2018,L,FC,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? DE CERGY-PONTOISE,France,2018,L,CO,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? DE POITIERS,France,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? JEAN MOULIN LYON 3,France,2018,L,SP,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? LILLE 2 DROIT ET SANT?,France,2018,L,FO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? MOHAMMED V DE RABAT,Morocco,2018,XL,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? PARIS OUEST NANTERRE LA D?FENSE,France,2018,XL,FO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSIT? PAUL-VAL?RY MONTPELLIER 3,France,2018,L,FO,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF ARKANSAS,United States,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF BAHRAIN,Bahrain,2018,L,CO,MD,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF BARI,Italy,2018,XL,FC,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF BELGRADE,Serbia,2018,XL,FC,VH,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF BRAWIJAYA ,Indonesia,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF CENTRAL LANCASHIRE,United Kingdom,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF EAST LONDON,United Kingdom,2018,M,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF ENGINEERING & TECHNOLOGY (UET) LAHORE,Pakistan,2018,L,FO,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF GHANA,Ghana,2018,XL,FC,MD,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF GREENWICH,United Kingdom,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF KARACHI,Pakistan,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF LAHORE,Pakistan,2018,L,FO,MD,2,B,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF MARIBOR,Slovenia,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF MISSISSIPPI,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF MONTANA MISSOULA ,United States,2018,M,,,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF MUMBAI,India,2018,XL,FC,MD,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF NAIROBI,Kenya,2018,XL,FC,MD,3,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF NEW ENGLAND ,Australia,2018,L,CO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF PUNE,India,2018,M,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF SAN DIEGO,United States,2018,M,CO,HI,4,B,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF SAN FRANCISCO,United States,2018,M,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF SANTO TOMAS,Philippines,2018,XL,FC,LO,5,B,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF THE PACIFIC,United States,2018,M,CO,HI,5,B,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF THE SUNSHINE COAST ,Australia,2018,M,CO,HI,2,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF THE WESTERN CAPE,South Africa,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY OF WROCLAW,Poland,2018,L,CO,HI,4,A,-,-,-,-,-,-,-
  801-1000,UNIVERSITY TOULOUSE ?JEAN JAUR?S,France,2018,L,FO,HI,5,A,-,-,-,-,-,-,-
  801-1000,UTAH STATE UNIVERSITY ,United States,2018,L,CO,VH,5,A,-,-,-,-,-,-,-
  801-1000,VERONA UNIVERSITY,Italy,2018,L,FC,HI,3,A,-,-,-,-,-,-,-
  801-1000,VORONEZH STATE UNIVERSITY,Russia,2018,L,CO,MD,4,A,-,-,-,-,-,-,-
  801-1000,VYTAUTAS MAGNUS UNIVERSITY,Lithuania,2018,M,FO,HI,4,A,-,-,-,-,-,-,-
  801-1000,WEST UNIVERSITY OF TIMISOARA,Romania,2018,L,FO,HI,4,A,-,-,-,-,-,-,-
  801-1000,WROCLAW UNIVERSITY OF TECHNOLOGY,Poland,2018,L,FO,VH,5,A,-,-,-,-,-,-,-
N/A,BAYLOR COLLEGE OF MEDICINE,United States,2018,S,SP,VH,5,B,-,-,-,-,-,-,-
N/A,BI NORWEGIAN BUSINESS SCHOOL,Norway,2018,L,SP,VH,4,B,-,-,-,-,-,-,-
N/A,CHUNG-ANG UNIVERSITY ,South Korea,2018,L,FC,HI,4,B,-,-,-,-,-,-,-
N/A,COPENHAGEN BUSINESS SCHOOL,Denmark,2018,L,SP,VH,5,A,-,-,-,-,-,-,-
N/A,CRANFIELD UNIVERSITY,United Kingdom,2018,S,CO,VH,4,A,-,-,-,-,-,-,-
N/A,ESCP EUROPE,France,2018,S,SP,MD,5,B,-,-,-,-,-,-,-
N/A,"ESSEC BUSINESS SCHOOL, PARIS",France,2018,M,SP,VH,5,B,-,-,-,-,-,-,-
N/A,EUROPEAN BUSINESS SCHOOL,Germany,2018,S,SP,MD,3,B,-,-,-,-,-,-,-
N/A,HEC PARIS,France,2018,S,SP,VH,5,B,-,-,-,-,-,-,-
N/A,INSEAD (FRANCE),France,2018,S,SP,VH,4,B,-,-,-,-,-,-,-
N/A,JAWAHARLAL NEHRU UNIVERSITY,India,2018,S,CO,VH,3,A,-,-,-,-,-,-,-
N/A,KAROLINSKA INSTITUTE,Sweden,2018,M,SP,VH,5,A,-,-,-,-,-,-,-
N/A,KING ABDULLAH UNIVERSITY OF SCIENCE & TECHNOLOGY (KAUST),Saudi Arabia,2018,S,FO,VH,1,B,-,-,-,-,-,-,-
N/A,LONDON BUSINESS SCHOOL,United Kingdom,2018,S,SP,VH,4,A,-,-,-,-,-,-,-
N/A,STOCKHOLM SCHOOL OF ECONOMICS,Sweden,2018,S,SP,VH,5,B,-,-,-,-,-,-,-
N/A,UNIVERSIT? COMMERCIALE LUIGI BOCCONI,Italy,2018,L,SP,VH,5,B,-,-,-,-,-,-,-
N/A,"UNIVERSIT? DE TECHNOLOGIE, COMPI?GNE (UTC)",France,2018,S,SP,VH,3,A,-,-,-,-,-,-,-
N/A,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO (UCSF)",United States,2018,S,SP,VH,5,A,-,-,-,-,-,-,-
N/A,"UNIVERSITY OF ECONOMICS, PRAGUE ",Czech Republic,2018,L,SP,VH,4,A,-,-,-,-,-,-,-
N/A,WEIZMANN INSTITUTE OF SCIENCE,Israel,2018,S,FO,VH,4,A,-,-,-,-,-,-,-
N/A,WHU OTTO BEISHEIM SCHOOL OF MANAGEMENT - KOBLENZ,Germany,2018,S,SP,VH,3,,-,-,-,-,-,-,-
